timestamp,open,high,low,close,volume
1771215300,24828.75,24829.25,24823.25,24828,571
1771215600,24827,24828,24818.5,24825.5,1238
1771215900,24825.25,24839.5,24824,24836.75,1697
1771216200,24837.25,24840.5,24833.25,24834.25,1033
1771216500,24834.25,24836,24828,24829.25,913
1771216800,24829,24832.25,24822.75,24825.25,870
1771217100,24825.25,24826.5,24820.5,24824.25,711
1771217400,24824.25,24834.5,24822.5,24831,682
1771217700,24830.25,24833,24825.25,24826,502
1771218000,24826,24828.5,24818,24819.25,982
1771218300,24819,24824,24814,24822.25,1090
1771218600,24822,24826,24818.25,24825,767
1771218900,24825,24828,24816.75,24822.75,1050
1771219200,24822,24825.75,24820,24823.25,410
1771219500,24823.75,24827.5,24823.25,24827,514
1771219800,24826.5,24827,24819,24819.25,573
1771220100,24818.5,24821.5,24808.5,24809.75,1194
1771220400,24809.75,24812.75,24795,24797.75,1903
1771220700,24797.5,24803,24794.75,24797.75,1446
1771221000,24797.75,24806.75,24797,24805,799
1771221300,24805,24813,24802.5,24811.25,936
1771221600,24811.25,24814.5,24805,24813.5,876
1771221900,24813.25,24819,24808.75,24810.25,1046
1771222200,24810,24814,24806.5,24811.25,508
1771222500,24811.5,24812.75,24804.5,24804.75,647
1771222800,24805.25,24807.25,24794,24803.75,1619
1771223100,24804.75,24814.5,24799,24812,941
1771223400,24810.5,24815.5,24801,24802.5,998
1771223700,24801.75,24809.75,24799.75,24808.75,617
1771224000,24808.25,24821,24806.75,24819.75,1027
1771224300,24820,24827.25,24817,24825.25,1101
1771224600,24825.25,24825.75,24820,24823.75,552
1771224900,24823.25,24827,24821.5,24823.75,668
1771225200,24823.75,24845.25,24821.5,24842.75,2432
1771225500,24843.5,24851.75,24840.5,24850.5,1893
1771225800,24851,24858.75,24848.5,24858.25,1557
1771226100,24858.25,24862.75,24848,24849.75,1738
1771226400,24850,24855.25,24843.25,24851.75,1274
1771226700,24852,24864,24851.5,24854,1699
1771227000,24853.25,24860.75,24847.75,24858.75,1360
1771227300,24859,24873.5,24859,24865,2430
1771227600,24865,24868.25,24862.25,24867.5,882
1771227900,24867.75,24869.75,24860,24865.75,1002
1771228200,24865.25,24865.25,24861.25,24863.25,592
1771228500,24863.75,24864.5,24856,24860.75,1070
1771228800,24862.5,24867.25,24841.25,24858.25,3356
1771229100,24857.75,24884,24852,24883.5,3275
1771229400,24883,24884.75,24861,24867.75,2574
1771229700,24866.25,24885.75,24864.25,24883,1713
1771230000,24883,24896.75,24875.25,24881,3052
1771230300,24881.5,24885.5,24868,24873.5,1839
1771230600,24873.75,24880,24863.25,24867.25,1881
1771230900,24866.75,24870.25,24852.75,24864.5,2425
1771231200,24865.5,24883,24861.25,24881.5,1529
1771231500,24882.5,24903.75,24877.25,24889,3878
1771231800,24889.5,24898.25,24880.5,24894,1716
1771232100,24893.25,24899.5,24890.5,24895.25,939
1771232400,24895.25,24903.75,24888,24902,1540
1771232700,24901.75,24903,24896.25,24898.25,1013
1771233000,24898.5,24901.25,24893,24899.25,961
1771233300,24899.25,24902.5,24892.5,24901.75,829
1771233600,24902.25,24902.25,24893,24899.25,1145
1771233900,24899.5,24922.25,24899.25,24910.25,3389
1771234200,24910.5,24915.5,24907.5,24914.75,1267
1771234500,24914,24919.25,24909.75,24913.5,1050
1771234800,24913,24914.5,24907,24909,757
1771235100,24909.5,24917,24906,24914.75,1152
1771235400,24914.75,24916.75,24911.25,24912.75,582
1771235700,24912.75,24915.75,24907.5,24909.75,751
1771236000,24909.5,24911.75,24894.25,24896,1670
1771236300,24896.25,24900.5,24890.25,24890.5,1637
1771236600,24891.25,24894.75,24881.5,24890,1419
1771236900,24890.25,24890.5,24879.25,24886.5,1488
1771237200,24887,24894,24884.5,24890.5,1160
1771237500,24890.5,24890.5,24884.5,24886.25,640
1771237800,24885.75,24886.75,24870.25,24884.5,1635
1771238100,24884.5,24890,24877.75,24880.25,1309
1771238400,24880,24898.5,24877.75,24895.75,1484
1771238700,24896,24899.75,24882.5,24887.25,1966
1771239000,24888,24891.25,24878.5,24882.75,1102
1771239300,24882.75,24885.5,24868.75,24878.25,1602
1771239600,24878.25,24878.75,24861.5,24863,1607
1771239900,24863.25,24868.5,24850.5,24850.5,2051
1771240200,24850.25,24860,24841.75,24860,2594
1771240500,24859.25,24866.25,24853.5,24861.75,1577
1771240800,24862,24865.5,24852.25,24862.5,1172
1771241100,24862.5,24873.5,24860.5,24868.25,1209
1771241400,24868,24871.5,24854.5,24854.75,1204
1771241700,24854.5,24872,24850.75,24870.5,1722
1771242000,24870.5,24873,24864.75,24868.25,863
1771242300,24867.25,24867.75,24859.5,24864.5,926
1771242600,24864,24875.25,24862.5,24872.25,939
1771242900,24872,24873,24859.25,24862.25,970
1771243200,24863.25,24864,24848.25,24853.75,1663
1771243500,24853,24862.5,24848.75,24860,998
1771243800,24860,24861.25,24852.5,24859.25,673
1771244100,24859,24859,24848.5,24858,942
1771244400,24857.25,24864.75,24853.25,24863.75,1037
1771244700,24863.5,24881,24861.25,24879.75,2386
1771245000,24878.25,24879.25,24857.5,24866.25,1944
1771245300,24865.75,24874,24856.25,24872.5,1695
1771245600,24872.25,24872.25,24853.25,24854.5,1272
1771245900,24855,24866,24851.75,24863.75,1161
1771246200,24864,24870.5,24860.5,24862.5,790
1771246500,24862,24871,24860.25,24869,715
1771246800,24869.25,24871.5,24857.5,24862.5,1137
1771247100,24862,24864.75,24853.5,24857.5,1071
1771247400,24856.75,24869.25,24856,24860,1105
1771247700,24859.5,24865,24855.5,24862.75,1006
1771248000,24862.75,24867.25,24856,24857,968
1771248300,24856.25,24866.5,24856,24864.25,895
1771248600,24863.5,24875.75,24862.5,24871.75,1729
1771248900,24871.5,24874,24861.25,24864.75,1268
1771249200,24864.5,24866.5,24852.25,24860.5,1682
1771249500,24860.25,24865.25,24847.25,24852.75,1771
1771249800,24851.75,24854,24846,24849,1507
1771250100,24848,24854.5,24844,24844,1472
1771250400,24844.5,24845.25,24825.25,24826.75,4057
1771250700,24826.75,24833,24816.25,24818,3432
1771251000,24818.5,24818.75,24782.75,24784.75,8453
1771251300,24784.25,24792.25,24768.25,24780.25,8504
1771251600,24779.5,24786,24761.5,24776.25,6074
1771251900,24775.75,24781,24753.5,24763,6800
1771252200,24762.75,24777,24744.25,24757.75,14377
1771252500,24757,24769.75,24729.75,24731.25,14595
1771252800,24732.25,24745.25,24710.25,24722.5,12719
1771253100,24722.75,24731.5,24692.25,24727,15667
1771253400,24726.75,24759,24726.75,24753.75,12364
1771253700,24753.75,24782.5,24753.25,24768.5,12896
1771254000,24768.25,24791.75,24767.25,24786.75,11055
1771254300,24787.25,24797.5,24775.5,24784,9437
1771254600,24784,24784.75,24756,24757.75,10786
1771254900,24758.75,24772,24739,24744.75,12310
1771255200,24745,24752.75,24720.25,24729.75,10350
1771255500,24730,24730.25,24709,24709.75,8716
1771255800,24709.25,24722,24683.5,24695,13403
1771256100,24694,24702.25,24682.5,24699,8125
1771256400,24698.75,24712,24682.75,24685.5,10173
1771256700,24685.75,24718.25,24677.75,24714.75,10772
1771257000,24714.75,24732,24711,24715.75,8318
1771257300,24716.5,24716.5,24687.25,24692.25,8015
1771257600,24691.75,24705.25,24683.75,24700.5,7324
1771257900,24700.25,24736.5,24698,24732.5,8513
1771258200,24732.75,24752.25,24731.75,24751.5,8061
1771258500,24751.75,24754,24703.5,24707.75,9365
1771258800,24707.5,24717.5,24700,24702.5,6986
1771259100,24703,24730.75,24696.75,24727.5,8337
1771259400,24727.5,24742.25,24713,24715.75,7479
1771259700,24715.25,24716.5,24670.5,24673.25,11403
1771260000,24673.5,24704.25,24671.5,24701.75,9724
1771260300,24701.75,24729,24697,24723.5,7124
1771260600,24723.75,24733.25,24719.75,24723.25,5347
1771260900,24723,24729.5,24715.25,24728.5,3853
1771261200,24728.25,24740.75,24722.75,24735.5,6576
1771261500,24736,24741.75,24713.25,24720.25,5423
1771261800,24720,24730.5,24718,24725,2215
1771262100,24725.75,24727.75,24717.25,24723.25,1957
1771262400,24723,24732.25,24718.5,24723.25,2173
1771262700,24723.75,24746.75,24719,24743.5,3535
1771263000,24743.5,24765.25,24743.5,24755,5726
1771263300,24755.25,24761,24745.75,24756.75,3039
1771263600,24757.75,24758.75,24749.75,24757.75,1611
1771263900,24758.25,24764.25,24745.25,24759,2706
1771264200,24759.25,24771.25,24746.75,24750.75,3075
1771264500,24750.75,24755.75,24734.5,24746,2937
1771282800,24746,24771.75,24738.5,24748,4587
1771283100,24747,24772.5,24746.5,24764.25,3560
1771283400,24765.5,24781.5,24764.5,24774,2329
1771283700,24774.5,24781.25,24766,24775,2022
1771284000,24775,24779.75,24767.25,24771.25,1548
1771284300,24771.5,24778.75,24767.5,24777.25,1351
1771284600,24777.25,24805,24777,24802.25,4548
1771284900,24802.5,24816.5,24801.75,24811,3020
1771285200,24812.75,24816,24808.25,24810.75,1512
1771285500,24810.25,24828.5,24801.75,24828.5,2647
1771285800,24827.75,24842,24820,24827,3835
1771286100,24827,24827.5,24809,24817.5,2071
1771286400,24817.5,24827.75,24805.25,24821,3414
1771286700,24822.25,24822.25,24784.25,24808.5,5120
1771287000,24809.75,24817.25,24800.75,24805.75,2102
1771287300,24806,24832,24796.75,24806,3572
1771287600,24806,24836.5,24799,24823.5,3183
1771287900,24823.75,24830.75,24817,24825,2641
1771288200,24825.25,24830.25,24816.75,24823.5,2511
1771288500,24822.75,24824,24813,24824,1880
1771288800,24823.5,24823.75,24791.25,24805.75,3143
1771289100,24805.75,24809.25,24795.25,24802,1768
1771289400,24802.25,24808,24785.5,24791.5,2166
1771289700,24792.25,24796.25,24775,24787.5,3329
1771290000,24787.75,24808,24787.25,24792.5,3723
1771290300,24793.25,24816,24793.25,24812.5,3000
1771290600,24812.5,24826.25,24812,24819.25,2937
1771290900,24819.5,24823.25,24809.25,24815.75,1480
1771291200,24815.5,24821.5,24806.25,24807.75,1565
1771291500,24807.5,24808.75,24777.5,24783.25,3479
1771291800,24782.75,24791.25,24771.75,24781.75,3393
1771292100,24782.5,24796.75,24779.25,24782.25,2890
1771292400,24781.5,24785.5,24763.5,24774.5,3585
1771292700,24774.75,24780,24756.5,24757.5,2945
1771293000,24757.5,24761,24681,24690.5,13549
1771293300,24689.75,24695,24650.75,24667,11794
1771293600,24667,24680.5,24633.75,24639.75,10197
1771293900,24639.25,24651.5,24617.5,24650.5,9224
1771294200,24650,24672.5,24647.75,24669.25,5792
1771294500,24668.5,24674.25,24651.25,24661.75,3760
1771294800,24660.5,24683,24654.5,24680.75,3067
1771295100,24681.25,24684.25,24670,24674.25,3296
1771295400,24674.75,24681.75,24661,24664.25,3115
1771295700,24664,24673.25,24656.25,24665.25,2132
1771296000,24666,24685.25,24662.75,24674.25,2538
1771296300,24673.5,24675.75,24651.75,24658,4503
1771296600,24657,24675.5,24654,24666.25,2887
1771296900,24667,24679.25,24660.75,24662,2447
1771297200,24662.5,24665,24623.25,24624,5878
1771297500,24624.75,24635.5,24601,24624.75,7199
1771297800,24624,24631,24595,24616.25,5918
1771298100,24616.5,24629.5,24608.75,24623.75,2937
1771298400,24624.5,24643,24620.5,24625.5,3379
1771298700,24625,24628.5,24615.75,24622.75,1957
1771299000,24622.75,24625,24594.25,24595.5,4769
1771299300,24596,24609,24580.75,24586.25,6342
1771299600,24586.75,24609,24571.75,24605.25,5598
1771299900,24606.5,24611,24587.5,24590.5,2947
1771300200,24591,24608.5,24584.5,24607,2380
1771300500,24607,24613.5,24601.75,24609.25,2107
1771300800,24609.75,24621.75,24607.25,24612.5,2385
1771301100,24612.25,24621.5,24605.5,24618.75,1550
1771301400,24619,24630,24617.25,24620.5,2038
1771301700,24619.75,24620.5,24609,24618.75,1483
1771302000,24619.25,24626.5,24614.5,24617.5,1315
1771302300,24617.75,24627.75,24614.5,24623.75,1322
1771302600,24623.75,24625,24593.25,24601,3300
1771302900,24601.5,24612,24600,24606.75,1447
1771303200,24607,24612,24602.5,24609.25,904
1771303500,24609.5,24621.5,24607.5,24613.5,1147
1771303800,24613.25,24623.25,24609.25,24615.75,1269
1771304100,24615.75,24624.75,24614,24622.75,1468
1771304400,24622.75,24626,24609,24613.25,1416
1771304700,24613.25,24614,24604.75,24611.75,1482
1771305000,24611.5,24617.25,24599,24600.5,1548
1771305300,24600,24604.5,24583.25,24584.5,3062
1771305600,24585,24604.25,24567.5,24592,5119
1771305900,24592,24602.25,24586.5,24598,1856
1771306200,24598.5,24603.25,24573,24576,2912
1771306500,24576.75,24586,24558,24579.25,5099
1771306800,24580.25,24601.5,24574.5,24598,2733
1771307100,24598,24612,24594,24610.5,2183
1771307400,24610.5,24612,24579.75,24581.25,3632
1771307700,24580.5,24594.5,24573.75,24582,3062
1771308000,24581.75,24601.5,24581.5,24596.75,2223
1771308300,24596.75,24622.25,24592.25,24620.75,2991
1771308600,24620.25,24634,24616,24620,3656
1771308900,24620,24626,24614.25,24620.75,1500
1771309200,24621.25,24621.25,24608.75,24611.25,1425
1771309500,24611,24616,24606,24610,1067
1771309800,24610.25,24613.25,24601,24606.25,2301
1771310100,24606.5,24619,24605.75,24615.5,1323
1771310400,24616.25,24638.5,24616.25,24628.75,2866
1771310700,24628.5,24640.75,24620.25,24625,2174
1771311000,24624.25,24634,24620.5,24631.5,1316
1771311300,24631.75,24636.75,24625.5,24629.25,786
1771311600,24629.25,24631,24607,24611.25,2709
1771311900,24610.75,24612.25,24596.25,24602.25,2243
1771312200,24603.25,24611.75,24599.25,24599.25,1738
1771312500,24600,24610.75,24595.25,24605.75,2154
1771312800,24605.75,24615,24598.75,24611.5,2012
1771313100,24612.75,24616.25,24584.75,24593.5,2951
1771313400,24592.75,24603,24584,24590.5,3026
1771313700,24590.75,24631.25,24589.75,24630.25,2659
1771314000,24629.75,24635,24622.75,24627.75,2458
1771314300,24627.5,24647.25,24622.25,24629.5,3851
1771314600,24630,24659,24630,24656.75,2799
1771314900,24656.75,24664,24652,24660,2785
1771315200,24660.25,24720,24652.5,24703.5,7983
1771315500,24702.5,24708.75,24690,24707.25,3470
1771315800,24706.5,24727,24697.5,24704.75,4984
1771316100,24704.5,24706.5,24681.25,24686.5,3991
1771316400,24685.75,24701.5,24676.5,24686,2996
1771316700,24685.5,24690.5,24674.75,24686.25,2406
1771317000,24686.5,24690.5,24660.75,24663.5,3031
1771317300,24664,24672.25,24650.5,24650.5,3118
1771317600,24651,24655.5,24637,24643,3583
1771317900,24643.25,24654.75,24635.5,24649.75,2490
1771318200,24649.5,24653.5,24627.5,24637.75,3296
1771318500,24637.75,24648.5,24624,24639.75,2997
1771318800,24640.5,24679.75,24640.25,24676.75,5059
1771319100,24677.25,24679,24653.5,24661.25,2995
1771319400,24661.25,24662.75,24636,24644,3266
1771319700,24644.5,24664.25,24637.5,24663,2403
1771320000,24663.5,24669,24647,24665.75,2196
1771320300,24665.75,24672.75,24661.5,24671.25,1444
1771320600,24671.75,24685.75,24667.5,24673.25,2676
1771320900,24673.25,24693.75,24673.25,24684,2075
1771321200,24684.75,24685.75,24676.75,24683.5,1782
1771321500,24684,24689,24671.5,24683,1808
1771321800,24682.75,24690,24677.25,24687.75,1242
1771322100,24688.75,24696,24683,24685.75,1656
1771322400,24686.5,24697.5,24684.5,24686,1179
1771322700,24686.5,24690.5,24674.75,24678.25,1625
1771323000,24678.25,24678.25,24657.25,24662.5,2059
1771323300,24663.5,24666.25,24647,24661.5,2158
1771323600,24661.5,24668.75,24655.5,24661,1192
1771323900,24660.5,24664,24656.25,24662,984
1771324200,24661.25,24661.5,24632,24644,3407
1771324500,24643.25,24644.25,24626,24628,1914
1771324800,24627.5,24630.75,24602,24607,3562
1771325100,24607.25,24625,24602,24611.75,2410
1771325400,24611,24611.25,24590.5,24610,3097
1771325700,24609.75,24614.75,24599.75,24606.5,2328
1771326000,24605.5,24623.75,24605.5,24614.75,2518
1771326300,24614.25,24616.5,24589,24593,3070
1771326600,24594.25,24608.5,24586,24599.75,2334
1771326900,24599.75,24602.25,24587,24588,1988
1771327200,24587.75,24601.5,24576.75,24583.75,4055
1771327500,24584.25,24619,24572,24618.75,4491
1771327800,24618.5,24629.75,24610,24612,3279
1771328100,24612,24624.25,24600,24622,2634
1771328400,24621.25,24629.5,24607.25,24612.5,1891
1771328700,24611.75,24620.25,24606.25,24619.25,1391
1771329000,24618.75,24630.5,24613.75,24623.25,1634
1771329300,24623.75,24637,24617.75,24623,2706
1771329600,24623.25,24632.75,24609,24621,2682
1771329900,24620.25,24666,24617.5,24663.5,4215
1771330200,24664,24667.5,24643.75,24651.25,3285
1771330500,24651.75,24660.25,24639.25,24640.5,2550
1771330800,24640.5,24641,24618.75,24626.5,3101
1771331100,24625.5,24643.75,24617,24619.25,3599
1771331400,24620,24622,24597.25,24615,4932
1771331700,24615.75,24619.75,24602.5,24604.25,2414
1771332000,24603.25,24611,24596.25,24607.5,2371
1771332300,24607.75,24610.25,24578.75,24588,4289
1771332600,24587.5,24598.75,24576.75,24596,3984
1771332900,24595.5,24605,24583.25,24584.75,3322
1771333200,24584.25,24591.5,24565.75,24565.75,5027
1771333500,24565.75,24568.25,24544.75,24551.75,8793
1771333800,24551,24555.25,24518,24548.25,9183
1771334100,24548.5,24562.75,24533,24553.5,6456
1771334400,24553.5,24615.5,24552,24612.75,10049
1771334700,24612,24623,24595.25,24605.75,5696
1771335000,24609.25,24612,24577,24582,5180
1771335300,24582,24597.5,24578.5,24591,4313
1771335600,24591.75,24605.5,24589.75,24601,2976
1771335900,24601.5,24609.5,24578.75,24579.25,6461
1771336200,24579.5,24703.75,24578,24664.5,30763
1771336500,24664.75,24667.25,24611.25,24612.5,11108
1771336800,24612.75,24652.5,24611.5,24648,10357
1771337100,24647.75,24665.5,24643,24655.75,8811
1771337400,24656,24671,24641.75,24650.75,7685
1771337700,24650.75,24660.5,24644,24655,5296
1771338000,24654.5,24669.75,24642.25,24645.75,5744
1771338300,24646.25,24659.25,24632.75,24658.5,8854
1771338600,24658.75,24761.5,24605.75,24757.75,58396
1771338900,24757.75,24815.5,24742.25,24797.5,41926
1771339200,24796.75,24809.5,24685.75,24700.75,45333
1771339500,24701.25,24711.5,24621,24661.5,49465
1771339800,24661.25,24678.5,24524.25,24531.25,54067
1771340100,24531.75,24547,24475.75,24484.75,45527
1771340400,24484.25,24566.5,24461.25,24554.25,45922
1771340700,24553.75,24571.75,24507.5,24510.75,33443
1771341000,24511.75,24543.5,24476.25,24498.75,35391
1771341300,24499.25,24641.25,24496,24633.5,46112
1771341600,24634.25,24640,24531.5,24544,37751
1771341900,24544,24563,24507,24527.25,32006
1771342200,24526,24543,24449.25,24464.25,35311
1771342500,24464.75,24509,24455.5,24457.75,30983
1771342800,24458,24513.5,24455.75,24511.25,26003
1771343100,24512,24587,24503.75,24570.25,34830
1771343400,24570.25,24599.25,24539,24573.75,28889
1771343700,24574,24603.75,24555,24600,25577
1771344000,24599.5,24667,24592.75,24651.5,32475
1771344300,24651.5,24732.5,24647.25,24728,31484
1771344600,24727,24787,24725,24773.75,28514
1771344900,24773.5,24792,24745.5,24781,25947
1771345200,24780.5,24796.5,24756,24785.25,21811
1771345500,24785.75,24790.25,24722.25,24727.5,22831
1771345800,24727.5,24735.25,24693,24725.75,27217
1771346100,24726.25,24779.5,24715.5,24760.25,24002
1771346400,24760.25,24772.5,24732.25,24735,16970
1771346700,24735,24756.25,24721.25,24729,15865
1771347000,24729.25,24762.75,24727,24760.5,15141
1771347300,24761,24787.75,24736.75,24759.5,17715
1771347600,24759.5,24765.5,24713.75,24743.5,14857
1771347900,24742.75,24763,24727.25,24728.75,11055
1771348200,24728.25,24739.75,24685.5,24702.5,18100
1771348500,24702,24724.25,24688.25,24710.25,14157
1771348800,24710.75,24719.25,24669,24700,16973
1771349100,24701.5,24756.25,24696,24755.5,17278
1771349400,24756.25,24760,24686.5,24720.5,21132
1771349700,24720.5,24738.75,24707.75,24719.25,11443
1771350000,24719,24720,24647,24648.75,18485
1771350300,24648.75,24682,24626,24664.25,24780
1771350600,24664.25,24685.25,24608.5,24621.5,19089
1771350900,24621.25,24706,24614.5,24697.5,20732
1771351200,24697.75,24704.25,24664.5,24683,17505
1771351500,24683.5,24687.75,24653.75,24668.5,13388
1771351800,24669,24697,24649,24674,15842
1771352100,24673.75,24687.75,24651.75,24671.75,12061
1771352400,24672.25,24785.25,24664.5,24766,26642
1771352700,24766.25,24780,24735,24767.75,17320
1771353000,24768.25,24802,24750.5,24789.75,17754
1771353300,24790,24820,24765,24819.25,18068
1771353600,24819.5,24853.75,24815.25,24826.25,19865
1771353900,24826,24839.5,24812.75,24830.25,12438
1771354200,24830.25,24859.25,24821.5,24857,13786
1771354500,24857.5,24872.75,24834.25,24845.25,17048
1771354800,24845.5,24863.25,24835,24855.25,14073
1771355100,24855.25,24863.5,24838.25,24847.5,9990
1771355400,24847.5,24853.25,24826.75,24851.75,11980
1771355700,24851.25,24861.25,24836.5,24845.75,10465
1771356000,24846,24867.5,24836.25,24861.75,9672
1771356300,24862,24863.75,24831.75,24835.75,11632
1771356600,24836,24870,24828.75,24869.75,11027
1771356900,24870,24887,24858.25,24871,13030
1771357200,24870.75,24889.5,24866,24872.75,9710
1771357500,24872.25,24876,24853.25,24857.5,8535
1771357800,24858,24859.25,24820.25,24834.5,14216
1771358100,24833.5,24840.25,24807.25,24814.75,12427
1771358400,24814.75,24842,24810,24824,13823
1771358700,24824,24828.25,24803.25,24808.25,11124
1771359000,24808.25,24814.5,24794.75,24812.5,11098
1771359300,24812,24818.5,24786.75,24788.25,12687
1771359600,24788.75,24804.75,24769,24775.25,17261
1771359900,24775.5,24789,24765.5,24773,11297
1771360200,24773.5,24775.5,24742.25,24756.25,14676
1771360500,24756.5,24767,24735.75,24742.5,12694
1771360800,24742.75,24796,24740.75,24782,16851
1771361100,24782.25,24786.25,24757.25,24765,13177
1771361400,24764.75,24788.25,24741,24756.25,16191
1771361700,24756.5,24782.25,24739.25,24776.75,17066
1771362000,24776.75,24789.5,24764.75,24780.25,10394
1771362300,24780.25,24796.25,24768,24773,6658
1771362600,24772.75,24782,24769.75,24777.25,2521
1771362900,24777.75,24818.5,24777.25,24794.5,9408
1771363200,24795,24804,24786.75,24788.5,3521
1771363500,24788.75,24796.5,24784.25,24788.5,3099
1771363800,24788.25,24789,24760.25,24761.75,3711
1771364100,24762.25,24770.75,24755,24766.25,3031
1771364400,24765.75,24772,24758,24766.75,2080
1771364700,24767,24772.5,24758.25,24770,1741
1771365000,24769.5,24770.5,24757.5,24759,1421
1771365300,24759.5,24775,24758,24770.25,1333
1771369200,24786,24786,24743,24757.25,3475
1771369500,24756.25,24769,24731.5,24739,2939
1771369800,24739.75,24747,24728.5,24736.75,2219
1771370100,24737.25,24759.25,24722.75,24752.25,3565
1771370400,24753.25,24761.25,24748,24753.25,1965
1771370700,24753.5,24758,24740.5,24742.75,1482
1771371000,24743.25,24756.25,24720.5,24724.25,3722
1771371300,24725,24729,24711.5,24721.75,3794
1771371600,24721,24738.25,24720.75,24724.25,2059
1771371900,24725,24725.5,24702,24710,2978
1771372200,24710,24727,24708.25,24720.25,1814
1771372500,24720.25,24730.75,24705.25,24710.75,2293
1771372800,24711,24733.75,24707.75,24726.5,2818
1771373100,24727.25,24737,24720,24735.5,2625
1771373400,24735.5,24750,24729.75,24747.25,3566
1771373700,24745.75,24755,24733,24739,2221
1771374000,24738.75,24747,24722.25,24724.75,2122
1771374300,24725,24738.5,24711.5,24738.25,3318
1771374600,24738.25,24748,24729.5,24746.5,2321
1771374900,24746.75,24753.25,24741.25,24749,2561
1771375200,24749.25,24753,24734,24734.75,2322
1771375500,24735.75,24738.75,24720.25,24728.25,2866
1771375800,24728.5,24729.75,24714.5,24720.5,2361
1771376100,24720.5,24730.5,24714.5,24726.75,2006
1771376400,24725.75,24732,24716,24717,1712
1771376700,24716.75,24726.75,24709.25,24717.75,2283
1771377000,24715.5,24723.25,24710.5,24718.5,2307
1771377300,24718,24730.5,24717,24728.75,1294
1771377600,24728.25,24741.5,24724.25,24724.5,1895
1771377900,24724.5,24728.25,24712.75,24718,1577
1771378200,24718.25,24724.5,24711,24719,1405
1771378500,24718.25,24725.25,24710,24724.5,1289
1771378800,24724.5,24732,24720.25,24730.25,1277
1771379100,24730.25,24731.75,24720,24725.25,1010
1771379400,24724.75,24730.5,24718,24719.5,916
1771379700,24720.5,24746.25,24716.75,24744.5,2171
1771380000,24744.5,24752.5,24743,24750.25,2084
1771380300,24750.5,24758.5,24744,24758,1824
