datetime,symbol,open,high,low,close,volume
2025-06-30 22:00:00,CME_MINI:NQ1!,22867.5,22886.75,22858.0,22882.0,1706.0
2025-06-30 22:15:00,CME_MINI:NQ1!,22881.25,22883.25,22868.25,22877.5,706.0
2025-06-30 22:30:00,CME_MINI:NQ1!,22877.25,22879.25,22865.5,22867.5,392.0
2025-06-30 22:45:00,CME_MINI:NQ1!,22867.0,22870.0,22852.5,22857.5,470.0
2025-06-30 23:00:00,CME_MINI:NQ1!,22857.5,22868.0,22857.25,22862.75,454.0
2025-06-30 23:15:00,CME_MINI:NQ1!,22863.0,22868.0,22854.5,22855.25,330.0
2025-06-30 23:30:00,CME_MINI:NQ1!,22855.5,22882.0,22846.25,22878.0,1390.0
2025-06-30 23:45:00,CME_MINI:NQ1!,22879.0,22887.25,22876.0,22880.75,781.0
2025-07-01 00:00:00,CME_MINI:NQ1!,22882.0,22897.75,22882.0,22891.75,1558.0
2025-07-01 00:15:00,CME_MINI:NQ1!,22892.0,22900.0,22888.75,22895.0,885.0
2025-07-01 00:30:00,CME_MINI:NQ1!,22892.0,22901.0,22888.75,22899.25,747.0
2025-07-01 00:45:00,CME_MINI:NQ1!,22899.25,22905.75,22893.75,22900.25,894.0
2025-07-01 01:00:00,CME_MINI:NQ1!,22901.25,22908.0,22899.75,22904.75,800.0
2025-07-01 01:15:00,CME_MINI:NQ1!,22904.5,22905.0,22885.0,22888.25,1356.0
2025-07-01 01:30:00,CME_MINI:NQ1!,22888.0,22903.25,22888.0,22900.75,844.0
2025-07-01 01:45:00,CME_MINI:NQ1!,22901.25,22914.75,22898.25,22911.25,1132.0
2025-07-01 02:00:00,CME_MINI:NQ1!,22910.25,22913.75,22903.0,22909.5,744.0
2025-07-01 02:15:00,CME_MINI:NQ1!,22909.0,22911.0,22903.25,22905.0,480.0
2025-07-01 02:30:00,CME_MINI:NQ1!,22904.25,22905.25,22890.5,22892.25,752.0
2025-07-01 02:45:00,CME_MINI:NQ1!,22891.75,22895.75,22876.0,22878.75,1032.0
2025-07-01 03:00:00,CME_MINI:NQ1!,22878.75,22885.0,22875.0,22877.25,752.0
2025-07-01 03:15:00,CME_MINI:NQ1!,22877.0,22878.5,22867.75,22872.75,585.0
2025-07-01 03:30:00,CME_MINI:NQ1!,22872.25,22876.5,22867.75,22874.75,529.0
2025-07-01 03:45:00,CME_MINI:NQ1!,22874.25,22875.0,22868.5,22872.75,433.0
2025-07-01 04:00:00,CME_MINI:NQ1!,22873.0,22878.0,22865.5,22875.0,733.0
2025-07-01 04:15:00,CME_MINI:NQ1!,22874.5,22875.0,22865.75,22869.0,518.0
2025-07-01 04:30:00,CME_MINI:NQ1!,22868.75,22873.5,22860.0,22861.25,437.0
2025-07-01 04:45:00,CME_MINI:NQ1!,22861.75,22864.75,22854.0,22857.25,801.0
2025-07-01 05:00:00,CME_MINI:NQ1!,22857.5,22861.75,22847.25,22850.0,822.0
2025-07-01 05:15:00,CME_MINI:NQ1!,22849.75,22853.75,22840.5,22849.5,905.0
2025-07-01 05:30:00,CME_MINI:NQ1!,22849.0,22852.75,22837.75,22841.5,990.0
2025-07-01 05:45:00,CME_MINI:NQ1!,22841.5,22856.75,22837.25,22841.5,1029.0
2025-07-01 06:00:00,CME_MINI:NQ1!,22841.5,22847.25,22827.25,22839.5,1364.0
2025-07-01 06:15:00,CME_MINI:NQ1!,22840.5,22842.25,22833.5,22835.0,526.0
2025-07-01 06:30:00,CME_MINI:NQ1!,22836.25,22843.5,22830.25,22838.0,704.0
2025-07-01 06:45:00,CME_MINI:NQ1!,22837.75,22846.5,22829.75,22840.5,827.0
2025-07-01 07:00:00,CME_MINI:NQ1!,22841.0,22865.75,22840.5,22841.75,1840.0
2025-07-01 07:15:00,CME_MINI:NQ1!,22842.5,22845.75,22832.25,22842.5,1433.0
2025-07-01 07:30:00,CME_MINI:NQ1!,22843.0,22854.0,22834.0,22834.75,1295.0
2025-07-01 07:45:00,CME_MINI:NQ1!,22834.0,22844.0,22822.75,22842.75,1489.0
2025-07-01 08:00:00,CME_MINI:NQ1!,22844.0,22846.5,22818.25,22829.25,2027.0
2025-07-01 08:15:00,CME_MINI:NQ1!,22829.0,22849.5,22828.0,22847.0,989.0
2025-07-01 08:30:00,CME_MINI:NQ1!,22847.25,22858.25,22825.5,22833.75,1794.0
2025-07-01 08:45:00,CME_MINI:NQ1!,22833.5,22848.25,22831.0,22846.5,1258.0
2025-07-01 09:00:00,CME_MINI:NQ1!,22845.25,22849.5,22820.75,22822.75,1310.0
2025-07-01 09:15:00,CME_MINI:NQ1!,22823.5,22842.0,22822.25,22830.75,1352.0
2025-07-01 09:30:00,CME_MINI:NQ1!,22830.0,22832.75,22821.5,22824.0,852.0
2025-07-01 09:45:00,CME_MINI:NQ1!,22824.5,22834.0,22812.75,22830.75,1995.0
2025-07-01 10:00:00,CME_MINI:NQ1!,22830.75,22840.0,22830.0,22835.0,700.0
2025-07-01 10:15:00,CME_MINI:NQ1!,22836.0,22837.0,22827.0,22827.25,531.0
2025-07-01 10:30:00,CME_MINI:NQ1!,22826.75,22833.0,22825.0,22828.5,579.0
2025-07-01 10:45:00,CME_MINI:NQ1!,22829.0,22839.25,22826.25,22838.5,661.0
2025-07-01 11:00:00,CME_MINI:NQ1!,22837.75,22848.5,22835.0,22838.75,1661.0
2025-07-01 11:15:00,CME_MINI:NQ1!,22839.5,22845.5,22829.5,22840.0,1108.0
2025-07-01 11:30:00,CME_MINI:NQ1!,22839.75,22845.0,22830.0,22834.5,907.0
2025-07-01 11:45:00,CME_MINI:NQ1!,22834.0,22835.25,22808.75,22826.0,2351.0
2025-07-01 12:00:00,CME_MINI:NQ1!,22825.75,22833.5,22796.75,22798.5,2580.0
2025-07-01 12:15:00,CME_MINI:NQ1!,22798.25,22799.5,22755.75,22775.0,4764.0
2025-07-01 12:30:00,CME_MINI:NQ1!,22775.0,22798.5,22771.25,22784.25,4293.0
2025-07-01 12:45:00,CME_MINI:NQ1!,22783.75,22801.75,22782.25,22794.25,2301.0
2025-07-01 13:00:00,CME_MINI:NQ1!,22794.0,22818.5,22790.75,22814.5,3426.0
2025-07-01 13:15:00,CME_MINI:NQ1!,22813.5,22815.5,22791.25,22802.5,4759.0
2025-07-01 13:30:00,CME_MINI:NQ1!,22802.25,22821.25,22780.0,22792.75,23103.0
2025-07-01 13:45:00,CME_MINI:NQ1!,22793.5,22834.25,22789.0,22815.0,16768.0
2025-07-01 14:00:00,CME_MINI:NQ1!,22810.0,22833.25,22787.75,22829.5,16213.0
2025-07-01 14:15:00,CME_MINI:NQ1!,22829.0,22848.25,22748.75,22767.25,23515.0
2025-07-01 14:30:00,CME_MINI:NQ1!,22767.0,22783.5,22702.0,22713.25,25128.0
2025-07-01 14:45:00,CME_MINI:NQ1!,22712.25,22719.5,22674.5,22688.0,20901.0
2025-07-01 15:00:00,CME_MINI:NQ1!,22687.5,22718.0,22594.5,22604.25,28115.0
2025-07-01 15:15:00,CME_MINI:NQ1!,22604.5,22695.0,22596.5,22684.5,23796.0
2025-07-01 15:30:00,CME_MINI:NQ1!,22684.5,22694.75,22617.0,22638.0,18631.0
2025-07-01 15:45:00,CME_MINI:NQ1!,22638.0,22672.5,22634.0,22659.25,11979.0
2025-07-01 16:00:00,CME_MINI:NQ1!,22659.75,22708.0,22631.75,22703.5,14885.0
2025-07-01 16:15:00,CME_MINI:NQ1!,22704.0,22706.0,22672.5,22678.25,11714.0
2025-07-01 16:30:00,CME_MINI:NQ1!,22677.25,22709.25,22666.75,22705.75,10145.0
2025-07-01 16:45:00,CME_MINI:NQ1!,22705.75,22739.5,22696.25,22700.75,14103.0
2025-07-01 17:00:00,CME_MINI:NQ1!,22701.25,22744.5,22701.25,22731.75,9412.0
