datetime,symbol,open,high,low,close,volume
2024-01-01 23:00:00,CME_MINI:NQ1!,17019.0,17037.0,17013.75,17029.5,4582.0
2024-01-02 00:00:00,CME_MINI:NQ1!,17030.0,17030.75,17018.5,17027.0,2270.0
2024-01-02 01:00:00,CME_MINI:NQ1!,17026.75,17038.5,17010.75,17014.5,5255.0
2024-01-02 02:00:00,CME_MINI:NQ1!,17014.5,17019.0,17001.0,17008.25,3541.0
2024-01-02 03:00:00,CME_MINI:NQ1!,17008.25,17013.0,17002.25,17007.5,2024.0
2024-01-02 04:00:00,CME_MINI:NQ1!,17007.25,17013.0,17003.25,17007.75,1526.0
2024-01-02 05:00:00,CME_MINI:NQ1!,17008.0,17019.0,17006.75,17017.75,2232.0
2024-01-02 06:00:00,CME_MINI:NQ1!,17017.5,17019.5,17003.0,17004.5,2096.0
2024-01-02 07:00:00,CME_MINI:NQ1!,17004.25,17023.25,17004.25,17017.25,4035.0
2024-01-02 08:00:00,CME_MINI:NQ1!,17017.5,17036.75,17016.0,17027.25,5498.0
2024-01-02 09:00:00,CME_MINI:NQ1!,17027.25,17028.5,16988.0,16994.5,8051.0
2024-01-02 10:00:00,CME_MINI:NQ1!,16994.5,16997.5,16968.25,16971.0,6528.0
2024-01-02 11:00:00,CME_MINI:NQ1!,16970.75,16976.5,16845.25,16874.75,22200.0
2024-01-02 12:00:00,CME_MINI:NQ1!,16875.25,16878.0,16817.0,16823.5,16517.0
2024-01-02 13:00:00,CME_MINI:NQ1!,16823.0,16855.5,16817.0,16853.0,20061.0
2024-01-02 14:00:00,CME_MINI:NQ1!,16853.0,16877.75,16719.5,16763.5,101991.0
2024-01-02 15:00:00,CME_MINI:NQ1!,16763.5,16789.0,16685.0,16710.5,94465.0
2024-01-02 16:00:00,CME_MINI:NQ1!,16710.75,16785.5,16709.0,16778.25,63112.0
2024-01-02 17:00:00,CME_MINI:NQ1!,16778.0,16787.75,16717.75,16720.0,52066.0
2024-01-02 18:00:00,CME_MINI:NQ1!,16720.25,16742.0,16688.25,16696.0,49670.0
2024-01-02 19:00:00,CME_MINI:NQ1!,16696.5,16707.5,16653.75,16655.0,54751.0
2024-01-02 20:00:00,CME_MINI:NQ1!,16654.75,16726.0,16622.5,16721.0,95834.0
2024-01-02 21:00:00,CME_MINI:NQ1!,16721.0,16736.5,16714.0,16731.75,15888.0
2024-01-02 23:00:00,CME_MINI:NQ1!,16736.75,16737.25,16716.75,16724.75,3472.0
2024-01-03 00:00:00,CME_MINI:NQ1!,16724.5,16729.0,16715.0,16716.5,3030.0
2024-01-03 01:00:00,CME_MINI:NQ1!,16716.75,16721.0,16707.5,16711.75,4019.0
2024-01-03 02:00:00,CME_MINI:NQ1!,16711.25,16714.75,16700.0,16702.75,2982.0
2024-01-03 03:00:00,CME_MINI:NQ1!,16703.0,16709.25,16701.5,16703.5,2060.0
2024-01-03 04:00:00,CME_MINI:NQ1!,16703.25,16704.5,16693.25,16694.75,2368.0
2024-01-03 05:00:00,CME_MINI:NQ1!,16695.0,16705.75,16689.0,16704.75,3211.0
2024-01-03 06:00:00,CME_MINI:NQ1!,16704.5,16716.75,16700.25,16711.5,2946.0
2024-01-03 07:00:00,CME_MINI:NQ1!,16711.0,16714.0,16701.5,16709.75,4025.0
2024-01-03 08:00:00,CME_MINI:NQ1!,16709.5,16729.5,16672.25,16675.0,10422.0
2024-01-03 09:00:00,CME_MINI:NQ1!,16674.25,16688.25,16641.25,16642.5,11190.0
2024-01-03 10:00:00,CME_MINI:NQ1!,16642.25,16674.0,16636.75,16657.5,9365.0
2024-01-03 11:00:00,CME_MINI:NQ1!,16657.75,16665.75,16636.0,16648.25,7598.0
2024-01-03 12:00:00,CME_MINI:NQ1!,16648.5,16649.25,16602.75,16609.25,14461.0
2024-01-03 13:00:00,CME_MINI:NQ1!,16609.25,16646.0,16598.0,16617.0,21101.0
2024-01-03 14:00:00,CME_MINI:NQ1!,16617.0,16642.25,16581.5,16613.75,110534.0
2024-01-03 15:00:00,CME_MINI:NQ1!,16612.75,16653.5,16544.0,16595.25,115181.0
2024-01-03 16:00:00,CME_MINI:NQ1!,16595.5,16618.0,16558.25,16562.25,62925.0
2024-01-03 17:00:00,CME_MINI:NQ1!,16562.5,16605.0,16549.25,16600.5,44656.0
2024-01-03 18:00:00,CME_MINI:NQ1!,16600.25,16619.5,16570.75,16585.5,37764.0
2024-01-03 19:00:00,CME_MINI:NQ1!,16583.5,16628.75,16529.75,16590.5,96435.0
2024-01-03 20:00:00,CME_MINI:NQ1!,16590.5,16597.0,16522.0,16540.75,87836.0
2024-01-03 21:00:00,CME_MINI:NQ1!,16540.5,16543.0,16527.25,16542.75,10765.0
2024-01-03 23:00:00,CME_MINI:NQ1!,16545.25,16562.75,16545.25,16549.5,3714.0
2024-01-04 00:00:00,CME_MINI:NQ1!,16549.25,16563.25,16533.0,16560.0,4297.0
2024-01-04 01:00:00,CME_MINI:NQ1!,16559.75,16562.75,16548.75,16555.75,3508.0
2024-01-04 02:00:00,CME_MINI:NQ1!,16556.0,16557.25,16542.75,16552.25,2327.0
2024-01-04 03:00:00,CME_MINI:NQ1!,16552.0,16557.75,16546.75,16549.5,1662.0
2024-01-04 04:00:00,CME_MINI:NQ1!,16549.0,16555.25,16548.0,16548.5,1467.0
2024-01-04 05:00:00,CME_MINI:NQ1!,16549.0,16552.25,16542.75,16543.75,2056.0
2024-01-04 06:00:00,CME_MINI:NQ1!,16543.75,16570.5,16539.5,16569.25,3908.0
2024-01-04 07:00:00,CME_MINI:NQ1!,16569.75,16587.25,16565.75,16570.5,4950.0
2024-01-04 08:00:00,CME_MINI:NQ1!,16571.0,16584.25,16545.75,16549.5,8135.0
2024-01-04 09:00:00,CME_MINI:NQ1!,16549.5,16580.75,16548.75,16577.0,5831.0
2024-01-04 10:00:00,CME_MINI:NQ1!,16576.75,16578.25,16551.0,16563.75,4972.0
2024-01-04 11:00:00,CME_MINI:NQ1!,16563.75,16573.0,16528.25,16529.25,6376.0
2024-01-04 12:00:00,CME_MINI:NQ1!,16529.0,16535.75,16504.5,16519.25,13392.0
2024-01-04 13:00:00,CME_MINI:NQ1!,16519.0,16519.0,16451.25,16459.5,30179.0
2024-01-04 14:00:00,CME_MINI:NQ1!,16459.0,16500.25,16443.25,16460.75,83146.0
2024-01-04 15:00:00,CME_MINI:NQ1!,16460.25,16542.0,16445.75,16525.25,86595.0
2024-01-04 16:00:00,CME_MINI:NQ1!,16525.25,16583.75,16514.25,16523.0,76014.0
2024-01-04 17:00:00,CME_MINI:NQ1!,16523.0,16528.75,16481.25,16505.0,50972.0
2024-01-04 18:00:00,CME_MINI:NQ1!,16505.5,16529.0,16492.5,16505.25,35628.0
2024-01-04 19:00:00,CME_MINI:NQ1!,16505.25,16515.0,16464.75,16487.0,44409.0
2024-01-04 20:00:00,CME_MINI:NQ1!,16486.75,16511.0,16436.0,16443.75,64013.0
2024-01-04 21:00:00,CME_MINI:NQ1!,16443.75,16457.5,16436.75,16450.75,13704.0
2024-01-04 23:00:00,CME_MINI:NQ1!,16455.0,16468.75,16450.75,16456.5,3228.0
2024-01-05 00:00:00,CME_MINI:NQ1!,16456.5,16466.5,16453.25,16458.75,2722.0
2024-01-05 01:00:00,CME_MINI:NQ1!,16458.75,16469.0,16450.75,16460.5,3499.0
2024-01-05 02:00:00,CME_MINI:NQ1!,16460.0,16461.25,16448.75,16451.5,2247.0
2024-01-05 03:00:00,CME_MINI:NQ1!,16451.25,16455.0,16444.75,16446.0,1710.0
2024-01-05 04:00:00,CME_MINI:NQ1!,16446.5,16456.75,16441.0,16442.25,2588.0
2024-01-05 05:00:00,CME_MINI:NQ1!,16442.25,16444.5,16425.75,16428.5,3359.0
2024-01-05 06:00:00,CME_MINI:NQ1!,16428.75,16434.5,16401.25,16412.0,5411.0
2024-01-05 07:00:00,CME_MINI:NQ1!,16412.25,16422.5,16399.5,16401.0,4977.0
2024-01-05 08:00:00,CME_MINI:NQ1!,16401.0,16438.75,16398.25,16409.25,8054.0
2024-01-05 09:00:00,CME_MINI:NQ1!,16409.25,16420.5,16390.75,16397.0,8048.0
2024-01-05 10:00:00,CME_MINI:NQ1!,16397.0,16404.75,16371.75,16385.5,7180.0
2024-01-05 11:00:00,CME_MINI:NQ1!,16385.75,16395.0,16367.5,16388.75,6671.0
2024-01-05 12:00:00,CME_MINI:NQ1!,16388.75,16403.25,16381.0,16392.25,7229.0
2024-01-05 13:00:00,CME_MINI:NQ1!,16392.0,16426.75,16334.25,16399.75,59151.0
2024-01-05 14:00:00,CME_MINI:NQ1!,16400.5,16495.5,16398.0,16471.5,91342.0
2024-01-05 15:00:00,CME_MINI:NQ1!,16472.75,16568.5,16472.75,16563.75,93794.0
2024-01-05 16:00:00,CME_MINI:NQ1!,16563.75,16577.25,16494.25,16516.5,67839.0
2024-01-05 17:00:00,CME_MINI:NQ1!,16516.5,16519.0,16448.5,16469.25,57527.0
2024-01-05 18:00:00,CME_MINI:NQ1!,16468.75,16505.75,16430.25,16488.5,58236.0
2024-01-05 19:00:00,CME_MINI:NQ1!,16489.0,16509.75,16418.75,16424.25,51861.0
2024-01-05 20:00:00,CME_MINI:NQ1!,16424.75,16472.25,16403.75,16463.75,64141.0
2024-01-05 21:00:00,CME_MINI:NQ1!,16464.0,16469.25,16456.5,16465.0,9818.0
2024-01-07 23:00:00,CME_MINI:NQ1!,16470.0,16490.0,16458.75,16482.75,5940.0
2024-01-08 00:00:00,CME_MINI:NQ1!,16482.25,16497.75,16482.0,16493.25,3675.0
2024-01-08 01:00:00,CME_MINI:NQ1!,16492.75,16500.25,16468.0,16469.25,4617.0
2024-01-08 02:00:00,CME_MINI:NQ1!,16469.0,16469.0,16457.0,16461.0,4075.0
