datetime,symbol,open,high,low,close,volume
2025-09-14 22:00:00,CME_MINI:NQ1!,24115.25,24122.5,24099.75,24105.25,599.0
2025-09-14 22:05:00,CME_MINI:NQ1!,24105.0,24121.5,24101.75,24118.5,356.0
2025-09-14 22:10:00,CME_MINI:NQ1!,24118.0,24121.75,24113.75,24121.25,386.0
2025-09-14 22:15:00,CME_MINI:NQ1!,24120.5,24129.5,24120.0,24123.5,424.0
2025-09-14 22:20:00,CME_MINI:NQ1!,24123.25,24123.75,24116.5,24119.75,203.0
2025-09-14 22:25:00,CME_MINI:NQ1!,24118.0,24124.5,24117.75,24122.0,134.0
2025-09-14 22:30:00,CME_MINI:NQ1!,24123.5,24124.0,24119.0,24120.75,152.0
2025-09-14 22:35:00,CME_MINI:NQ1!,24120.5,24124.0,24118.75,24122.75,97.0
2025-09-14 22:40:00,CME_MINI:NQ1!,24123.0,24126.25,24121.75,24124.0,128.0
2025-09-14 22:45:00,CME_MINI:NQ1!,24124.75,24128.25,24124.5,24125.5,137.0
2025-09-14 22:50:00,CME_MINI:NQ1!,24125.25,24126.75,24120.75,24124.0,118.0
2025-09-14 22:55:00,CME_MINI:NQ1!,24124.5,24125.5,24122.5,24124.5,72.0
2025-09-14 23:00:00,CME_MINI:NQ1!,24124.5,24128.5,24123.25,24125.5,112.0
2025-09-14 23:05:00,CME_MINI:NQ1!,24125.25,24126.0,24119.0,24119.0,177.0
2025-09-14 23:10:00,CME_MINI:NQ1!,24119.5,24122.25,24117.5,24120.5,122.0
2025-09-14 23:15:00,CME_MINI:NQ1!,24120.25,24123.0,24119.0,24119.75,117.0
2025-09-14 23:20:00,CME_MINI:NQ1!,24119.5,24121.0,24116.75,24118.5,74.0
2025-09-14 23:25:00,CME_MINI:NQ1!,24118.0,24118.0,24111.0,24111.5,230.0
2025-09-14 23:30:00,CME_MINI:NQ1!,24111.0,24114.5,24102.0,24102.75,412.0
2025-09-14 23:35:00,CME_MINI:NQ1!,24103.0,24109.0,24100.0,24108.5,217.0
2025-09-14 23:40:00,CME_MINI:NQ1!,24108.25,24109.25,24100.5,24108.75,141.0
2025-09-14 23:45:00,CME_MINI:NQ1!,24109.0,24110.0,24101.5,24109.5,227.0
2025-09-14 23:50:00,CME_MINI:NQ1!,24108.25,24111.25,24106.0,24106.0,112.0
2025-09-14 23:55:00,CME_MINI:NQ1!,24106.0,24112.25,24102.75,24110.75,150.0
2025-09-15 00:00:00,CME_MINI:NQ1!,24111.0,24113.25,24104.75,24106.5,181.0
2025-09-15 00:05:00,CME_MINI:NQ1!,24105.5,24110.0,24100.25,24110.0,288.0
2025-09-15 00:10:00,CME_MINI:NQ1!,24110.25,24115.0,24107.5,24113.75,278.0
2025-09-15 00:15:00,CME_MINI:NQ1!,24112.75,24113.25,24095.0,24107.75,491.0
2025-09-15 00:20:00,CME_MINI:NQ1!,24108.5,24109.0,24101.5,24101.5,184.0
2025-09-15 00:25:00,CME_MINI:NQ1!,24101.0,24103.75,24092.0,24095.5,377.0
2025-09-15 00:30:00,CME_MINI:NQ1!,24096.0,24103.5,24095.25,24102.5,184.0
2025-09-15 00:35:00,CME_MINI:NQ1!,24101.0,24101.75,24095.25,24099.75,189.0
2025-09-15 00:40:00,CME_MINI:NQ1!,24098.75,24099.25,24095.0,24098.5,83.0
2025-09-15 00:45:00,CME_MINI:NQ1!,24099.0,24106.0,24097.75,24104.5,136.0
2025-09-15 00:50:00,CME_MINI:NQ1!,24104.5,24109.25,24100.75,24108.0,179.0
2025-09-15 00:55:00,CME_MINI:NQ1!,24108.25,24114.5,24106.75,24109.0,144.0
